Livingroom,Kitchen,Bathroom,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_4,Bedroom_5,Bedroom_6
[],"[5, 6]",[],{'[1]'},{'[2]'},{'[3]'},{'[4]'},{},{}
